transcriptID	WormBaseID	locus	start	stop	VL_am	VL_lm	VL_nil	VC_lm	VC_nil	VR_am	VR_lm	VR_nil	HCON_ortho	HCON_start	HCON_stop	interval_1_status	interval_2_status
ZK697.4	WBGene00005539	sri-27	1725653	1727632	-	-	Y	-	-	-	-	-	-	-	-	-	-
ZK697.5	WBGene00005850	srw-103	1717243	1719464	-	-	Y	-	-	-	-	-	-	-	-	-	-
F44G3.12	WBGene00044659	fbxa-142	16129409	16130979	-	-	-	-	-	Y	Y	Y	-	-	-	-	-
ZK697.8	WBGene00022808	-	1748432	1749153	-	-	Y	-	-	-	-	-	-	-	-	-	-
F28F8.9b	WBGene00044188	-	15577494	15578600	-	-	-	-	-	-	-	Y	-	-	-	-	-
W06D12.6	WBGene00012305	-	17706114	17706875	-	-	-	-	-	-	-	Y	-	-	-	-	-
W06D12.7	WBGene00005254	srh-31	17707184	17709823	-	-	-	-	-	-	-	Y	-	-	-	-	-
W06D12.1	WBGene00012304	cutl-4	17733568	17739899	-	-	-	-	-	-	-	Y	-	-	-	-	-
W06D12.2	WBGene00006692	twk-42	17726794	17731420	-	-	-	-	-	-	-	Y	HCON_00150670-00001	30501097	30513979	-	-
W06D12.3	WBGene00001397	fat-5	17725004	17726818	-	-	-	-	-	-	-	Y	-	-	-	-	-
R10E8.2	WBGene00011208	-	18253794	18254667	-	-	-	-	-	-	-	Y	-	-	-	-	-
F16H6.2	WBGene00008892	clec-246	18189560	18191047	-	-	-	-	-	-	-	Y	-	-	-	-	-
R10D12.15b	WBGene00011196	-	13967866	13969853	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y51A2D.15a	WBGene00013082	grdn-1	18592748	18614135	-	-	-	-	-	-	-	Y	HCON_00163070-00002	47530864	47566254	-	Y
F12F3.1c	WBGene00001374	exp-2	6140958	6143947	-	-	-	Y	-	-	-	-	HCON_00131990-00001	1164715	1167845	-	-
C15H11.7	WBGene00003922	pas-1	14421468	14422618	-	-	-	-	-	-	-	Y	-	-	-	-	-
T05C3.2	WBGene00020254	-	5493747	5503010	-	-	-	-	Y	-	-	-	-	-	-	-	-
T25F10.3	WBGene00020806	-	6745039	6748609	-	-	-	Y	-	-	-	-	HCON_00153720-00001	35352017	35360298	-	-
F26D2.3a	WBGene00009148	-	16407963	16410270	-	-	-	-	-	Y	-	Y	-	-	-	-	-
T25F10.1	WBGene00020805	-	6768429	6768788	-	-	-	Y	-	-	-	-	-	-	-	-	-
T05C3.7	WBGene00005223	srg-66	5480750	5482415	-	-	-	-	Y	-	-	-	-	-	-	-	-
T05C3.4	WBGene00001727	grl-18	5485631	5488866	-	-	-	-	Y	-	-	-	HCON_00148800-00001	27560646	27570854	-	-
T05C3.5	WBGene00001037	dnj-19	5503029	5505075	-	-	-	-	Y	-	-	-	HCON_00148730-00001	27458178	27466926	-	-
Y39B6A.39a	WBGene00012697	mrps-35	18981306	18985922	-	-	-	-	-	-	-	Y	HCON_00159030-00001	42549993	42553488	-	-
F35E12.7a	WBGene00009431	dct-17	13727764	13730776	-	-	-	-	-	-	-	Y	-	-	-	-	-
T05C3.8	WBGene00005222	srg-65	5483086	5484966	-	-	-	-	Y	-	-	-	-	-	-	-	-
C55H1.2	WBGene00001672	gpa-10	6852564	6854808	-	-	-	Y	-	-	-	-	-	-	-	-	-
F56A4.12a	WBGene00018920	-	2476905	2481346	Y	-	Y	-	-	-	-	-	-	-	-	-	-
T01C3.10a	WBGene00003775	nmr-2	15006353	15011660	-	-	-	-	-	-	-	Y	HCON_00158770-00001	42123929	42134380	-	-
F21H7.12	WBGene00009033	-	16230165	16231043	-	-	-	-	-	Y	Y	Y	-	-	-	-	-
R08A2.7	WBGene00011137	-	14723320	14724766	-	-	-	-	-	-	-	Y	HCON_00161130-00001	45021291	45023645	-	Y
R10D12.14e	WBGene00011195	sao-1	13963734	13965183	-	-	-	-	-	-	-	Y	HCON_00142830-00001	16951648	16956969	-	-
K12D9.9	WBGene00005859	srw-112	3004141	3006064	Y	Y	Y	-	-	-	-	-	-	-	-	-	-
K12D9.4	WBGene00005862	srw-115	2992622	2993916	Y	Y	Y	-	-	-	-	-	-	-	-	-	-
K12D9.5	WBGene00005867	srw-120	2994899	2996205	Y	Y	Y	-	-	-	-	-	-	-	-	-	-
K12D9.3	WBGene00005868	srw-121	2990313	2991585	Y	Y	Y	-	-	-	-	-	-	-	-	-	-
H12D21.9b	WBGene00010385	-	14901567	14909478	-	-	-	-	-	-	-	Y	-	-	-	-	-
K12D9.1	WBGene00019675	-	3014485	3016034	Y	Y	Y	-	-	-	-	-	-	-	-	-	-
Y39B6A.5a	WBGene00012668	-	19157659	19158877	-	-	-	-	-	-	-	Y	-	-	-	-	-
C18D4.2a	WBGene00007672	fbxa-136	17521037	17527479	-	-	-	-	-	-	-	Y	-	-	-	-	-
F13H6.1b	WBGene00017430	bcl-11	6356025	6362997	-	-	-	Y	-	-	-	-	HCON_00150110-00001	29481254	29494682	-	-
T10H4.11	WBGene00011699	cyp-34A2	15288777	15291107	-	-	-	-	-	-	-	Y	-	-	-	-	-
F20E11.4	WBGene00006236	str-200	17456619	17458169	-	-	-	-	-	-	-	Y	-	-	-	-	-
F20E11.7	WBGene00008984	-	17464578	17466730	-	-	-	-	-	-	-	Y	-	-	-	-	-
F20E11.6	WBGene00005819	srw-72	17467051	17468561	-	-	-	-	-	-	-	Y	-	-	-	-	-
R02D5.1	WBGene00010976	-	14508249	14509655	-	-	-	-	-	-	-	Y	-	-	-	-	-
F20E11.2	WBGene00008982	srsx-2	17436985	17438417	-	-	-	-	-	-	-	Y	-	-	-	-	-
ZK228.4b	WBGene00013947	-	18462787	18465426	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y39B6A.41	WBGene00012699	-	18970500	18977976	-	-	-	-	-	-	-	Y	HCON_00145530-00001	22085155	22091251	-	-
C15H11.3	WBGene00003834	nxf-1	14411636	14415014	-	-	-	-	-	-	-	Y	-	-	-	-	-
C45H4.21	WBGene00268199	-	2148657	2149532	Y	-	Y	-	-	-	-	-	-	-	-	-	-
Y39B6A.46	WBGene00012702	ztf-20	18957578	18960172	-	-	-	-	-	-	-	Y	-	-	-	-	-
K08G2.12a	WBGene00005363	srh-147	15848088	15850573	-	-	-	-	-	-	-	Y	-	-	-	-	-
T01G5.8	WBGene00077585	-	15116187	15116595	-	-	-	-	-	-	-	Y	-	-	-	-	-
F37B4.10a	WBGene00018140	-	2875734	2877609	Y	Y	Y	-	-	-	-	-	-	-	-	-	-
C50H11.8	WBGene00016855	-	3054554	3055908	Y	Y	Y	-	-	-	-	-	-	-	-	-	-
Y46H3C.2a	WBGene00005846	srw-99	1708741	1710663	-	-	Y	-	-	-	-	-	-	-	-	-	-
C50H11.4	WBGene00016852	srt-7	3081771	3083247	Y	-	Y	-	-	-	-	-	-	-	-	-	-
E03D2.2a	WBGene00003747	nlp-9	4219643	4222197	Y	-	-	-	-	-	-	-	HCON_00136940-00001	7915398	7925320	-	-
C50H11.7	WBGene00005400	srh-185	3066228	3067497	Y	Y	Y	-	-	-	-	-	-	-	-	-	-
C50H11.1	WBGene00016849	acs-21	3089068	3091351	Y	-	Y	-	-	-	-	-	-	-	-	-	-
C50H11.2	WBGene00016850	srt-8	3086560	3087986	Y	-	Y	-	-	-	-	-	-	-	-	-	-
Y75B7AL.1a	WBGene00022284	glb-33	1352126	1356593	-	-	Y	-	-	-	-	-	HCON_00151440-00001	31777239	31788057	-	-
C06B8.3	WBGene00007369	-	15484054	15484637	-	-	-	-	-	-	-	Y	-	-	-	-	-
H43I07.1a	WBGene00019274	-	4204721	4208971	Y	-	-	-	-	-	-	-	HCON_00136930-00001	7890925	7893542	-	-
Y69H2.8	WBGene00013483	nhr-241	18699451	18700992	-	-	-	-	-	-	-	Y	-	-	-	-	-
C50H11.15	WBGene00016860	cyp-33C9	3091812	3094561	Y	-	Y	-	-	-	-	-	-	-	-	-	-
T01G5.2	WBGene00011340	ugt-30	15121724	15125262	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y51A2B.2	WBGene00013066	-	18374494	18376755	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y45G12C.10	WBGene00021573	-	2534758	2536409	Y	-	Y	-	-	-	-	-	-	-	-	-	-
C41G6.8b	WBGene00005761	srw-14	15225950	15227046	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y45G12C.14	WBGene00005607	srj-19	2568876	2570743	Y	-	Y	-	-	-	-	-	-	-	-	-	-
Y45G12C.15	WBGene00005608	srj-20	2571527	2573208	Y	-	Y	-	-	-	-	-	-	-	-	-	-
Y45G12C.16	WBGene00044131	-	2530146	2531174	Y	-	Y	-	-	-	-	-	-	-	-	-	-
C50H11.13	WBGene00016858	-	3069898	3071648	Y	Y	Y	-	-	-	-	-	-	-	-	-	-
C17E7.7a	WBGene00015902	nhr-159	3875245	3878382	Y	-	-	-	-	-	-	-	-	-	-	-	-
T10C6.16	WBGene00077607	-	16032471	16033561	-	-	-	-	-	Y	Y	Y	-	-	-	-	-
Y40B10A.6	WBGene00021491	comt-4	2049217	2050185	Y	-	Y	-	-	-	-	-	-	-	-	-	-
Y40B10A.7	WBGene00021492	comt-5	2052228	2053609	Y	-	Y	-	-	-	-	-	-	-	-	-	-
F47C10.6	WBGene00018543	ugt-32	3841794	3844007	Y	-	-	-	-	-	-	-	-	-	-	-	-
K08G2.13	WBGene00005365	srh-149	15839967	15841195	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y80D3A.10	WBGene00013588	nlp-42	18903772	18906252	-	-	-	-	-	-	-	Y	-	-	-	-	-
T10H4.5	WBGene00005763	srw-16	15273383	15274857	-	-	-	-	-	-	-	Y	-	-	-	-	-
T20D4.12	WBGene00020618	-	3397065	3397918	Y	-	-	-	-	-	-	-	-	-	-	-	-
C06B8.9	WBGene00005768	srw-21	15488064	15489401	-	-	-	-	-	-	-	Y	-	-	-	-	-
C45H4.9	WBGene00016691	srbc-23	2153574	2155112	Y	-	Y	-	-	-	-	-	-	-	-	-	-
C45H4.8	WBGene00016690	srbc-22	2157130	2158274	Y	-	Y	-	-	-	-	-	-	-	-	-	-
C45H4.2	WBGene00016686	cyp-33C1	2179586	2181759	Y	-	Y	-	-	-	-	-	-	-	-	-	-
C45H4.1	WBGene00016685	srbc-16	2182038	2183191	Y	-	Y	-	-	-	-	-	-	-	-	-	-
C45H4.7	WBGene00016689	srbc-21	2155532	2156635	Y	-	Y	-	-	-	-	-	-	-	-	-	-
T01D3.1b	WBGene00011326	-	13689892	13703330	-	-	-	-	-	-	-	Y	HCON_00144870-00001	20587456	20626425	-	-
F40D4.11	WBGene00005321	srh-102	17162900	17165509	-	-	-	-	-	-	-	Y	-	-	-	-	-
T10B5.4a	WBGene00020390	-	1870421	1871789	Y	-	Y	-	-	-	-	-	HCON_00134030-00001	3961741	3963795	-	-
F40D4.17	WBGene00194682	-	17154574	17155430	-	-	-	-	-	-	-	Y	-	-	-	-	-
T26H5.5	WBGene00005780	srw-33	15449616	15451521	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y46H3C.5	WBGene00021605	-	1691029	1692495	-	-	Y	-	-	-	-	-	-	-	-	-	-
F16H6.8	WBGene00008898	-	18213677	18216275	-	-	-	-	-	-	-	Y	-	-	-	-	-
F46E10.18	WBGene00206358	-	6521030	6522049	-	-	-	Y	-	-	-	-	-	-	-	-	-
F26D2.12a	WBGene00009150	clec-234	16432009	16433548	-	-	-	-	-	Y	-	Y	-	-	-	-	-
T20B3.14	WBGene00011854	-	16820629	16821320	-	-	-	-	-	-	-	Y	-	-	-	-	-
F25B4.8a	WBGene00017771	-	5690103	5691574	-	-	-	-	Y	-	-	-	HCON_00142020-00001	15798581	15803117	-	-
F46E10.11	WBGene00018492	hpo-26	6532058	6533070	-	-	-	Y	-	-	-	-	-	-	-	-	-
C29G2.6	WBGene00016234	-	2582867	2585908	Y	-	Y	-	-	-	-	-	HCON_00161280-00001	45224172	45228598	-	Y
R02D5.7	WBGene00010980	-	14480383	14481357	-	-	-	-	-	-	-	Y	-	-	-	-	-
C49G7.10a	WBGene00016788	-	4040409	4042021	Y	-	-	-	-	-	-	-	-	-	-	-	-
C29G2.4	WBGene00016232	srt-4	2577903	2579816	Y	-	Y	-	-	-	-	-	-	-	-	-	-
Y70C5C.2	WBGene00013493	clec-9	16705081	16706647	-	-	-	-	-	-	-	Y	-	-	-	-	-
C29G2.5	WBGene00016233	nhr-290	2574181	2575410	Y	-	Y	-	-	-	-	-	-	-	-	-	-
Y46H3C.3	WBGene00005837	srw-90	1702051	1704053	-	-	Y	-	-	-	-	-	-	-	-	-	-
T01C3.4	WBGene00011321	fil-1	14993838	14995207	-	-	-	-	-	-	-	Y	HCON_00142780-00001	16866220	16870037	-	-
C29G2.3	WBGene00016231	-	2580898	2582939	Y	-	Y	-	-	-	-	-	-	-	-	-	-
C25D7.5	WBGene00007717	-	15053765	15056291	-	-	-	-	-	-	-	Y	-	-	-	-	-
F52F10.2	WBGene00018706	-	1548143	1550714	-	-	Y	-	-	-	-	-	-	-	-	-	-
F52F10.3	WBGene00018707	oac-31	1538354	1541886	-	-	Y	-	-	-	-	-	-	-	-	-	-
T03E6.9	WBGene00045356	-	16598889	16600723	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y5H2B.1a	WBGene00021164	-	2207180	2210209	Y	-	Y	-	-	-	-	-	-	-	-	-	-
C31A11.5	WBGene00007833	oac-6	16302717	16306158	-	-	-	-	-	Y	Y	Y	-	-	-	-	-
R05D8.10	WBGene00000978	dhs-15	2768361	2769854	Y	Y	Y	-	-	-	-	-	-	-	-	-	-
R05D8.11	WBGene00019887	-	2779384	2780845	Y	Y	Y	-	-	-	-	-	-	-	-	-	-
C25D7.8	WBGene00007718	otub-1	15066298	15067352	-	-	-	-	-	-	-	Y	HCON_00134850-00001	5145850	5149566	-	-
C25D7.7	WBGene00004308	rap-2	15061488	15064087	-	-	-	-	-	-	-	Y	HCON_00134840-00001	5117666	5121740	-	-
C25D7.3	WBGene00004747	sdc-3	15039148	15048207	-	-	-	-	-	-	-	Y	-	-	-	-	-
F46E10.1a	WBGene00018488	acs-1	6524628	6532089	-	-	-	Y	-	-	-	-	-	-	-	-	-
C17E7.9a	WBGene00015903	-	3889241	3890861	Y	-	-	-	-	-	-	-	-	-	-	-	-
Y37H2A.1a	WBGene00012562	-	18108269	18114755	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y19D10A.15a	WBGene00044099	srd-75	2394485	2396635	Y	-	Y	-	-	-	-	-	-	-	-	-	-
R05D8.8	WBGene00000977	dhs-14	2763966	2765274	Y	Y	Y	-	-	-	-	-	-	-	-	-	-
R05D8.9	WBGene00019886	-	2766234	2767503	Y	Y	Y	-	-	-	-	-	-	-	-	-	-
R05D8.3	WBGene00005279	srh-56	2771860	2773519	Y	Y	Y	-	-	-	-	-	-	-	-	-	-
R05D8.6	WBGene00005215	srg-58	2758174	2759556	Y	Y	Y	-	-	-	-	-	-	-	-	-	-
R05D8.7	WBGene00019885	-	2761819	2763208	Y	Y	Y	-	-	-	-	-	-	-	-	-	-
R05D8.4	WBGene00005917	srx-26	2751256	2753107	Y	Y	Y	-	-	-	-	-	-	-	-	-	-
R05D8.5	WBGene00005919	srx-28	2755701	2757276	Y	Y	Y	-	-	-	-	-	-	-	-	-	-
T01C3.6	WBGene00004485	rps-16	14999996	15000541	-	-	-	-	-	-	-	Y	HCON_00142255-00001	16051131	16051890	-	-
C17B7.5	WBGene00015879	-	3333634	3339076	Y	-	-	-	-	-	-	-	-	-	-	-	-
C17B7.4	WBGene00015878	-	3339311	3340092	Y	-	-	-	-	-	-	-	-	-	-	-	-
C17B7.1	WBGene00006126	str-63	3351566	3352773	Y	-	-	-	-	-	-	-	-	-	-	-	-
R12A1.4	WBGene00001578	ges-1	1427653	1432137	-	-	Y	-	-	-	-	-	-	-	-	-	-
Y50E8A.3	WBGene00003861	oig-3	14728954	14731120	-	-	-	-	-	-	-	Y	HCON_00161930-00001	46176251	46178772	-	Y
C18C4.7a	WBGene00015968	-	5550312	5567219	-	-	-	-	Y	-	-	-	HCON_00139390-00001	11016105	11116705	-	-
C17B7.9	WBGene00015883	-	3330890	3332123	Y	-	-	-	-	-	-	-	-	-	-	-	-
F26F12.6b	WBGene00005297	srh-76	5833831	5835183	-	-	-	-	Y	-	-	-	-	-	-	-	-
B0213.11a	WBGene00015041	cyp-34A6	3958160	3961250	Y	-	-	-	-	-	-	-	-	-	-	-	-
T01C3.3	WBGene00011320	-	14991704	14992677	-	-	-	-	-	-	-	Y	-	-	-	-	-
C44C3.11	WBGene00005870	srw-123	2974029	2975385	Y	Y	Y	-	-	-	-	-	-	-	-	-	-
T01C3.1	WBGene00011318	cdt-2	14987547	14990925	-	-	-	-	-	-	-	Y	HCON_00134930-00001	5243244	5250870	-	-
F57G4.10	WBGene00045506	-	17628866	17630215	-	-	-	-	-	-	-	Y	-	-	-	-	-
F57G4.11	WBGene00195165	-	17625127	17627598	-	-	-	-	-	-	-	Y	-	-	-	-	-
ZK697.7a	WBGene00022807	srab-25	1738927	1741157	-	-	Y	-	-	-	-	-	-	-	-	-	-
F10G2.6b	WBGene00005983	srx-92	7324038	7325385	-	-	-	Y	-	-	-	-	-	-	-	-	-
Y50D4B.1a	WBGene00021740	-	1112933	1129360	-	-	Y	-	-	-	-	-	HCON_00162938-00001	47389564	47395580	-	Y
F35E12.5	WBGene00009429	irg-5	13736697	13738474	-	-	-	-	-	-	-	Y	-	-	-	-	-
F40G12.9	WBGene00009604	-	14282482	14282997	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y45G5AM.6a	WBGene00021558	-	4147550	4152300	Y	-	-	-	-	-	-	-	HCON_00156840-00001	39662125	39670448	Y	-
T24A6.9a	WBGene00003683	nhr-93	3536142	3538340	Y	-	-	-	-	-	-	-	-	-	-	-	-
T03E6.8	WBGene00011397	-	16600567	16603369	-	-	-	-	-	-	-	Y	-	-	-	-	-
T10H9.6b	WBGene00006224	str-180	6667286	6668841	-	-	-	Y	-	-	-	-	-	-	-	-	-
Y17D7C.1a	WBGene00012455	-	18707796	18708550	-	-	-	-	-	-	-	Y	-	-	-	-	-
C47E8.2	WBGene00005242	srh-17	14660825	14662928	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y68A4A.10a	WBGene00013469	-	17202147	17205340	-	-	-	-	-	-	-	Y	-	-	-	-	-
ZC412.1a	WBGene00013883	npr-13	14852825	14858603	-	-	-	-	-	-	-	Y	HCON_00146590-00001	24038663	24053404	-	-
F41B5.8a	WBGene00006279	str-253	2252772	2254603	Y	-	Y	-	-	-	-	-	-	-	-	-	-
ZK285.2	WBGene00013961	-	16046873	16047566	-	-	-	-	-	Y	Y	Y	-	-	-	-	-
F47B8.9a	WBGene00009810	srm-6	14337049	14338808	-	-	-	-	-	-	-	Y	-	-	-	-	-
H43I07.3a	WBGene00019276	algn-5	4195577	4199399	Y	-	-	-	-	-	-	-	HCON_00136910-00001	7885497	7888000	-	-
F54E2.9	WBGene00268206	-	2812531	2813948	Y	Y	Y	-	-	-	-	-	-	-	-	-	-
F54E2.5	WBGene00018825	-	2814124	2816056	Y	Y	Y	-	-	-	-	-	-	-	-	-	-
Y50E8A.9a	WBGene00013052	scrm-7	14778331	14779741	-	-	-	-	-	-	-	Y	-	-	-	-	-
F54E2.6	WBGene00018826	srt-34	2816883	2818217	Y	Y	Y	-	-	-	-	-	-	-	-	-	-
F54E2.1	WBGene00018823	-	2810398	2812017	Y	Y	Y	-	-	-	-	-	-	-	-	-	-
F54E2.2	WBGene00018824	-	2796298	2797010	Y	Y	Y	-	-	-	-	-	-	-	-	-	-
Y57E12B.11	WBGene00235311	-	6949517	6949870	-	-	-	Y	-	-	-	-	-	-	-	-	-
K03D7.11	WBGene00005779	srw-32	17508793	17510214	-	-	-	-	-	-	-	Y	-	-	-	-	-
F36G9.7	WBGene00009486	-	15968418	15969753	-	-	-	-	-	-	Y	Y	-	-	-	-	-
Y51A2D.7b	WBGene00013075	ints-5	18533924	18549129	-	-	-	-	-	-	-	Y	HCON_00163310-00001	47917463	47924874	-	Y
F16B3.1b	WBGene00001171	egl-2	1288841	1299208	-	-	Y	-	-	-	-	-	HCON_00156750-00001	39454968	39480833	Y	-
F21H7.3	WBGene00009029	-	16232620	16233335	-	-	-	-	-	Y	Y	Y	-	-	-	-	-
R09B5.7b	WBGene00005611	srj-23	1451634	1454340	-	-	Y	-	-	-	-	-	-	-	-	-	-
F21H7.1	WBGene00001770	gst-22	16231032	16232317	-	-	-	-	-	Y	Y	Y	-	-	-	-	-
F21H7.7	WBGene00005323	srh-104	16242818	16244178	-	-	-	-	-	Y	Y	Y	-	-	-	-	-
F21H7.5	WBGene00009031	-	16237523	16238829	-	-	-	-	-	Y	Y	Y	-	-	-	-	-
K04F1.12b	WBGene00019391	irld-11	1655090	1657403	-	-	Y	-	-	-	-	-	-	-	-	-	-
C33G8.5	WBGene00016363	srab-4	7004150	7005880	-	-	-	Y	-	-	-	-	-	-	-	-	-
C33G8.4	WBGene00016362	-	7006264	7006818	-	-	-	Y	-	-	-	-	-	-	-	-	-
C33G8.7	WBGene00016364	nhr-161	6980593	6982169	-	-	-	Y	-	-	-	-	-	-	-	-	-
C33G8.6	WBGene00003632	nhr-42	6998819	7000651	-	-	-	Y	-	-	-	-	-	-	-	-	-
C33G8.1	WBGene00005874	srw-127	7012917	7014412	-	-	-	Y	-	-	-	-	-	-	-	-	-
T10B5.8	WBGene00020394	-	1842044	1844807	Y	-	Y	-	-	-	-	-	-	-	-	-	-
C33G8.3	WBGene00016361	drd-10	7007607	7008299	-	-	-	Y	-	-	-	-	-	-	-	-	-
Y46H3A.4a	WBGene00021600	-	1809555	1811135	Y	-	Y	-	-	-	-	-	-	-	-	-	-
T10B5.6	WBGene00020392	knl-3	1867006	1870560	Y	-	Y	-	-	-	-	-	-	-	-	-	-
C33G8.9	WBGene00016366	nhr-140	6987864	6989676	-	-	-	Y	-	-	-	-	-	-	-	-	-
C33G8.8	WBGene00016365	nhr-139	6986132	6987773	-	-	-	Y	-	-	-	-	-	-	-	-	-
C29F3.4	WBGene00007805	clec-231	15349449	15350662	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y70C5A.4	WBGene00194799	-	16617762	16618080	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y70C5A.3	WBGene00050904	-	16618338	16620923	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y70C5A.2	WBGene00013490	-	16621396	16623211	-	-	-	-	-	-	-	Y	-	-	-	-	-
F37B4.7	WBGene00018138	folt-2	2872456	2875600	Y	Y	Y	-	-	-	-	-	-	-	-	-	-
C01G10.10a	WBGene00007237	-	15080091	15082653	-	-	-	-	-	-	-	Y	HCON_00157540-00001	40578446	40583854	Y	-
F36G9.9	WBGene00005514	sri-2	15963849	15965212	-	-	-	-	-	-	Y	Y	-	-	-	-	-
C31A11.7	WBGene00007835	oac-7	16309805	16314775	-	-	-	-	-	Y	Y	Y	-	-	-	-	-
Y70C5B.1	WBGene00013491	-	16662114	16662960	-	-	-	-	-	-	-	Y	-	-	-	-	-
T26H2.8	WBGene00005653	srr-2	19213668	19217176	-	-	-	-	-	-	-	Y	-	-	-	-	-
R08F11.1a	WBGene00019965	-	3777295	3784223	Y	-	-	-	-	-	-	-	HCON_00132010-00001	1205685	1226143	-	-
C29F3.5	WBGene00007806	clec-230	15347847	15349144	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y70C5B.2	WBGene00077464	-	16658230	16660916	-	-	-	-	-	-	-	Y	-	-	-	-	-
ZC412.8	WBGene00013889	-	14879529	14879780	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y39H10A.3a	WBGene00003479	mtm-9	3743576	3749413	Y	-	-	-	-	-	-	-	-	-	-	-	-
W06G6.21	WBGene00235081	-	16652498	16653344	-	-	-	-	-	-	-	Y	-	-	-	-	-
F11D11.5	WBGene00008700	clec-254	18753500	18754428	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y50D4B.5	WBGene00021744	clec-203	1088283	1089891	-	-	Y	-	-	-	-	-	-	-	-	-	-
W09D12.1a	WBGene00012364	zmp-4	14917735	14921609	-	-	-	-	-	-	-	Y	-	-	-	-	-
K05D4.6a	WBGene00005482	srh-277	16185403	16186920	-	-	-	-	-	Y	Y	Y	-	-	-	-	-
C14A6.12	WBGene00050955	-	18162034	18162668	-	-	-	-	-	-	-	Y	-	-	-	-	-
C14A6.13	WBGene00050956	-	18159652	18161339	-	-	-	-	-	-	-	Y	-	-	-	-	-
F14D7.9	WBGene00008796	-	14294696	14295550	-	-	-	-	-	-	-	Y	-	-	-	-	-
T05E12.9	WBGene00045500	-	17080492	17082818	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y80D3A.7a	WBGene00004236	ptr-22	18919222	18931379	-	-	-	-	-	-	-	Y	HCON_00161810-00001	45866969	45879142	-	Y
C41G6.11	WBGene00005536	sri-24	15212169	15213706	-	-	-	-	-	-	-	Y	-	-	-	-	-
T10B5.5a	WBGene00020391	cct-7	1872246	1875491	Y	-	Y	-	-	-	-	-	HCON_00134020-00001	3952059	3956129	-	-
Y32B12C.2a	WBGene00005801	srw-54	16611335	16612703	-	-	-	-	-	-	-	Y	-	-	-	-	-
R12G8.2	WBGene00006688	twk-36	17743651	17747059	-	-	-	-	-	-	-	Y	-	-	-	-	-
R10D12.17	WBGene00011197	srw-145	13937150	13939617	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y32G9B.1b	WBGene00021309	-	1823077	1830073	Y	-	Y	-	-	-	-	-	HCON_00133080-00001	2614409	2624109	-	-
F11A5.9	WBGene00008677	-	16214890	16217706	-	-	-	-	-	Y	Y	Y	-	-	-	-	-
F11A5.8	WBGene00008676	oac-15	16206943	16209916	-	-	-	-	-	Y	Y	Y	-	-	-	-	-
W09D12.3	WBGene00005211	srg-54	14921988	14924204	-	-	-	-	-	-	-	Y	-	-	-	-	-
W09D12.2	WBGene00005212	srg-55	14926710	14928342	-	-	-	-	-	-	-	Y	-	-	-	-	-
F11A5.3	WBGene00008671	-	16194939	16195544	-	-	-	-	-	Y	Y	Y	-	-	-	-	-
F11A5.2	WBGene00005484	srh-279	16193356	16194581	-	-	-	-	-	Y	Y	Y	-	-	-	-	-
F11A5.1	WBGene00005486	srh-281	16190785	16192262	-	-	-	-	-	Y	Y	Y	-	-	-	-	-
Y51A2D.9a	WBGene00013077	ttr-24	18555386	18556643	-	-	-	-	-	-	-	Y	-	-	-	-	-
C15H11.9	WBGene00007617	rrbs-1	14423776	14425008	-	-	-	-	-	-	-	Y	-	-	-	-	-
C15H11.8	WBGene00007616	rpoa-12	14422720	14423383	-	-	-	-	-	-	-	Y	-	-	-	-	-
C45H4.3a	WBGene00016687	srbc-17	2177714	2179116	Y	-	Y	-	-	-	-	-	-	-	-	-	-
F47D2.10b	WBGene00005407	srh-194	4291836	4293525	Y	-	-	-	-	-	-	-	-	-	-	-	-
T26H5.9a	WBGene00044206	-	15444916	15445420	-	-	-	-	-	-	-	Y	-	-	-	-	-
ZK218.11	WBGene00013943	-	17107388	17108418	-	-	-	-	-	-	-	Y	-	-	-	-	-
R02D5.24	WBGene00235335	-	14501340	14501435	-	-	-	-	-	-	-	Y	-	-	-	-	-
ZK262.10	WBGene00005614	srj-26	18421097	18423477	-	-	-	-	-	-	-	Y	-	-	-	-	-
F14F8.8	WBGene00008816	-	16671622	16672186	-	-	-	-	-	-	-	Y	-	-	-	-	-
C54E10.4	WBGene00005522	sri-10	18804080	18806509	-	-	-	-	-	-	-	Y	-	-	-	-	-
F40G12.8	WBGene00009603	srt-33	14278312	14279877	-	-	-	-	-	-	-	Y	-	-	-	-	-
