OG0002185: 2L52.1a HCON_00053970-00001
OG0002821: C12D8.5 HCON_00006810-00001
OG0002822: C12D8.9a HCON_00136615-00001
OG0002823: C13A10.1b HCON_00053310-00001
OG0002825: C13B4.1d HCON_00042310-00001
OG0002826: C13B4.2 HCON_00007110-00001
OG0002828: C13B9.2 HCON_00067480-00001
OG0002829: C13B9.3 HCON_00067490-00001
OG0002830: C13B9.4a HCON_00094500-00001
OG0002831: C13C12.1b HCON_00135320-00001
OG0002832: C13C4.5 HCON_00163690-00001
OG0002833: C13C4.7 HCON_00138600-00001
OG0002834: C13F10.2 HCON_00138320-00001
OG0002835: C13F10.4 HCON_00132610-00001
OG0002836: C13F10.5 HCON_00132620-00001
OG0002837: C13F10.7 HCON_00138315-00001
OG0002838: C13G3.1 HCON_00147440-00001
OG0002839: C13G3.3c HCON_00148160-00001
OG0002840: C13G5.1 HCON_00066790-00001
OG0002841: C14A11.3b HCON_00189770-00002
OG0002842: C14A11.7 HCON_00188950-00001
OG0002843: C14A4.1 HCON_00051900-00001
OG0002844: C14A4.10 HCON_00120020-00001
OG0002845: C14A4.11 HCON_00001080-00001
OG0002846: C14A4.12a HCON_00060690-00001
OG0002847: C14A4.14 HCON_00051980-00001
OG0002848: C14A4.2 HCON_00051910-00001
OG0002849: C14A4.3 HCON_00051970-00001
OG0002850: C14A4.4a HCON_00051960-00002
OG0002851: C14A4.5 HCON_00051950-00001
OG0002852: C14A4.8 HCON_00162440-00001
OG0002853: C14A4.9 HCON_00013890-00001
OG0002854: C14B1.10 HCON_00081440-00001
OG0002855: C14B1.3 HCON_00135085-00001
OG0002856: C14B1.5 HCON_00065920-00001
OG0002857: C14B1.8 HCON_00076790-00001
OG0002858: C14B1.9 HCON_00142940-00001
OG0002859: C14B4.2 HCON_00144050-00001
OG0002860: C14B9.1 HCON_00068240-00001
OG0002861: C14B9.10 HCON_00067395-00001
OG0002862: C14B9.2 HCON_00068260-00001
OG0002863: C14B9.6a HCON_00070710-00002
OG0002864: C14B9.7 HCON_00067400-00001
OG0002865: C14B9.8b HCON_00094510-00001
OG0002866: C14C10.2a HCON_00162860-00001
OG0002867: C14C10.3a HCON_00162840-00001
OG0002868: C14C10.4 HCON_00162850-00001
OG0002869: C14C10.5a HCON_00145210-00001
OG0002870: C14C10.6 HCON_00145190-00001
OG0002871: C14C11.3 HCON_00158140-00001
OG0002872: C14C11.8b HCON_00150355-00001
OG0002876: C14F11.5b HCON_00166940-00001
OG0002877: C14F11.6 HCON_00109990-00001
OG0002878: C14F5.1a HCON_00182650-00002
OG0002879: C14F5.5 HCON_00182600-00001
OG0002880: C14H10.1 HCON_00069540-00001
OG0002881: C14H10.2a HCON_00174600-00001
OG0002882: C14H10.3a HCON_00189290-00001
OG0002883: C15A11.3 HCON_00012270-00001
OG0002884: C15A7.2 HCON_00106970-00001
OG0002885: C15B12.6a HCON_00127100-00001
OG0002886: C15B12.7b HCON_00127090-00001
OG0002887: C15C6.1 HCON_00023320-00001
OG0002888: C15C6.4 HCON_00028540-00001
OG0002889: C15C7.1 HCON_00124810-00001
OG0002890: C15C7.5 HCON_00113060-00001
OG0002891: C15C7.7 HCON_00043910-00001
OG0002892: C15C8.2 HCON_00155390-00001
OG0002893: C15C8.3a HCON_00135690-00001
OG0002894: C15C8.4 HCON_00135650-00001
OG0002895: C15C8.5 HCON_00138820-00001
OG0002896: C15C8.6 HCON_00138805-00001
OG0002897: C15C8.7 HCON_00191950-00001
OG0002898: C15F1.1b HCON_00054840-00001
OG0002899: C15F1.2 HCON_00063230-00001
OG0002900: C15F1.5a HCON_00008380-00001
OG0002901: C15F1.6 HCON_00049680-00001
OG0002903: C15H11.2a HCON_00148615-00001
OG0002904: C15H11.7 HCON_00030090-00001
OG0002905: C15H11.8 HCON_00030085-00001
OG0002906: C15H11.9 HCON_00108240-00001
OG0002907: C15H9.1 HCON_00188530-00001
OG0002908: C15H9.4 HCON_00190490-00001
OG0002909: C15H9.5 HCON_00190480-00001
OG0002910: C15H9.7 HCON_00188540-00001
OG0002911: C15H9.8a HCON_00123430-00001
OG0002912: C15H9.9 HCON_00188520-00001
OG0002914: C16A11.1b HCON_00038950-00001
OG0002915: C16A3.10 HCON_00070540-00001
OG0002916: C16A3.1c HCON_00083380-00001
OG0002917: C16A3.2 HCON_00075485-00001
OG0002918: C16A3.3 HCON_00075490-00001
OG0002919: C16A3.4 HCON_00089690-00001
OG0002920: C16A3.5 HCON_00011160-00001
OG0002921: C16A3.6 HCON_00089680-00001
OG0002922: C16A3.7 HCON_00089520-00001
OG0002923: C16A3.8 HCON_00085280-00001
OG0002924: C16A3.9 HCON_00089530-00001
OG0002925: C16B8.2 HCON_00166950-00001
OG0002926: C16C10.1 HCON_00078100-00001
OG0002927: C16C10.10 HCON_00077910-00001
OG0002928: C16C10.11 HCON_00077930-00001
OG0002929: C16C10.2 HCON_00078105-00001
OG0002930: C16C10.4 HCON_00070970-00001
OG0002931: C16C10.5 HCON_00091510-00001
OG0002932: C16C10.6 HCON_00091520-00001
OG0002933: C16C10.7a HCON_00091500-00001
OG0002934: C16C10.8 HCON_00087510-00001
OG0002935: C16C2.1 HCON_00126730-00001
OG0002936: C16C2.2a HCON_00026190-00001
OG0002937: C16C2.3a HCON_00026240-00001
OG0002938: C16C2.4b HCON_00026250-00001
OG0002940: C16C8.2 HCON_00061510-00001
OG0002942: C16D2.1a HCON_00037950-00001
OG0002944: C16D6.2b HCON_00164110-00001
OG0002945: C16D9.1 HCON_00132930-00001
OG0002946: C16D9.2 HCON_00155550-00001
OG0002947: C16D9.6 HCON_00138280-00001
OG0002948: C16E9.2a HCON_00080310-00001
OG0002949: C16E9.4a HCON_00175650-00001
OG0002950: C17D12.1a HCON_00010790-00001
OG0002951: C17D12.2a HCON_00017770-00001
OG0002952: C17D12.6a HCON_00115330-00001
OG0002953: C17E4.11 HCON_00025820-00001
OG0002954: C17E4.3 HCON_00052540-00001
OG0002955: C17E4.6 HCON_00025840-00001
OG0002956: C17E7.3a HCON_00040480-00001
OG0002958: C17F4.2 HCON_00035040-00001
OG0002960: C17G1.4a HCON_00189000-00001
OG0002961: C17G1.5 HCON_00048920-00001
OG0002962: C17G1.6a HCON_00023980-00001
OG0002963: C17G1.7 HCON_00186000-00001
OG0002964: C17G1.8 HCON_00189010-00001
OG0002965: C17G10.1 HCON_00161495-00001
OG0002966: C17G10.2 HCON_00041840-00001
OG0002968: C17G10.4h HCON_00041830-00001
OG0002969: C17G10.7 HCON_00040150-00001
OG0002970: C17H11.1 HCON_00185810-00001
OG0002972: C17H12.11 HCON_00106910-00001
OG0002973: C17H12.13a HCON_00111895-00001
OG0002974: C17H12.14 HCON_00106880-00001
OG0002975: C17H12.1a HCON_00136780-00001
OG0002976: C17H12.2 HCON_00127585-00001
OG0002977: C17H12.9 HCON_00114250-00001
OG0002978: C18A11.2 HCON_00035080-00001
OG0002979: C18A11.3 HCON_00046320-00001
OG0002980: C18A3.1 HCON_00058590-00001
OG0002981: C18A3.2 HCON_00058585-00001
OG0002982: C18A3.3 HCON_00058580-00001
OG0002983: C18A3.4a HCON_00052570-00001
OG0002984: C18A3.6a HCON_00037230-00001
OG0002985: C18B12.2 HCON_00190550-00001
OG0002986: C18B12.3 HCON_00190560-00001
OG0002987: C18B12.4 HCON_00164470-00001
OG0002988: C18B12.6 HCON_00190530-00001
OG0002989: C18B2.3 HCON_00063580-00001
OG0002990: C18C4.1d HCON_00139400-00001
OG0002991: C18C4.7a HCON_00139390-00001
OG0002992: C18C4.9 HCON_00131830-00001
OG0002993: C18D1.1a HCON_00035020-00001
OG0002994: C18D1.4 HCON_00035470-00001
OG0002995: C18D11.1 HCON_00082920-00001
OG0002996: C18D11.2 HCON_00082910-00001
OG0002997: C18D11.3 HCON_00081490-00001
OG0002999: C18E3.1 HCON_00070750-00003
OG0003000: C18E9.1 HCON_00063155-00001
OG0003001: C18E9.10b HCON_00063150-00001
OG0003002: C18E9.2a HCON_00044700-00001
OG0003003: C18E9.3d HCON_00055490-00001
OG0003004: C18E9.4 HCON_00063160-00001
OG0003005: C18E9.5 HCON_00059040-00001
OG0003006: C18E9.6 HCON_00059050-00001
OG0003007: C18E9.7 HCON_00063800-00001
OG0003008: C18E9.8 HCON_00060110-00001
OG0003009: C18E9.9 HCON_00043520-00001
OG0003010: C18F10.7a HCON_00088985-00001
OG0003011: C18F3.4a HCON_00116810-00001
OG0003012: C18G1.1 HCON_00139450-00001
OG0003014: C18H7.2a HCON_00112740-00001
OG0003016: C18H9.1 HCON_00060115-00001
OG0003017: C18H9.3d HCON_00046690-00001
OG0003018: C18H9.7 HCON_00048530-00001
OG0003019: C18H9.8a HCON_00115910-00001
OG0003020: C23F12.1a HCON_00166960-00003
OG0003021: C23G10.3 HCON_00079480-00001
OG0003022: C23G10.4b HCON_00118110-00001
OG0003023: C23G10.7b HCON_00077140-00001
OG0003024: C23G10.8 HCON_00079470-00001
OG0003025: C23H3.2a HCON_00042670-00001
OG0003026: C23H3.3b HCON_00053498-00001
OG0003027: C23H3.4a HCON_00053500-00001
OG0003028: C23H3.5 HCON_00053510-00001
OG0003029: C23H3.7 HCON_00053505-00001
OG0003030: C23H3.9b HCON_00049570-00001
OG0003031: C23H4.1 HCON_00168410-00001
OG0003032: C23H4.8 HCON_00165460-00001
OG0003033: C23H5.11a HCON_00116010-00001
OG0003034: C23H5.9 HCON_00123230-00001
OG0003035: C24A1.1 HCON_00094680-00001
OG0003036: C24A1.2a HCON_00066870-00001
OG0003037: C24A1.3a HCON_00078470-00001
OG0003038: C24A11.8c HCON_00010310-00001
OG0003039: C24A11.9 HCON_00030040-00001
OG0003040: C24A3.1c HCON_00082720-00001
OG0003041: C24A3.2b HCON_00157040-00001
OG0003042: C24B5.1 HCON_00155570-00001
OG0003043: C24B5.2c HCON_00158760-00001
OG0003044: C24B5.4 HCON_00162060-00001
OG0003045: C24B9.3 HCON_00082640-00001
OG0003046: C24D10.6 HCON_00114320-00001
OG0003047: C24F3.1b HCON_00121730-00001
OG0003048: C24F3.2 HCON_00121500-00001
OG0003049: C24F3.3 HCON_00112910-00001
OG0003050: C24F3.4a HCON_00121740-00001
OG0003052: C24G6.2a HCON_00157730-00001
OG0003053: C24G6.3 HCON_00148790-00001
OG0003054: C24G6.4 HCON_00148760-00001
OG0003055: C24G6.6 HCON_00148780-00001
OG0003056: C24G6.8 HCON_00145350-00001
OG0003058: C24H10.1 HCON_00188469-00001
OG0003059: C24H10.5 HCON_00188470-00001
OG0003060: C24H11.5b HCON_00071490-00001
OG0003061: C24H11.6 HCON_00093605-00001
OG0003062: C24H11.7a HCON_00093610-00001
OG0003063: C24H11.8b HCON_00087370-00001
OG0003064: C24H11.9 HCON_00094910-00001
OG0003065: C24H12.4a HCON_00040800-00001
OG0003066: C25A1.1 HCON_00033380-00002
OG0003067: C25A1.10a HCON_00013990-00001
OG0003068: C25A1.11a HCON_00029645-00001
OG0003069: C25A1.12b HCON_00028740-00001
OG0003070: C25A1.13 HCON_00028860-00001
OG0003071: C25A1.2 HCON_00020640-00001
OG0003072: C25A1.3 HCON_00033380-00001
OG0003073: C25A1.4 HCON_00020860-00001
OG0003074: C25A1.5 HCON_00006880-00001
OG0003075: C25A1.6 HCON_00006890-00001
OG0003076: C25A1.9a HCON_00020100-00001
OG0003077: C25A11.4f HCON_00180690-00001
OG0003080: C25A8.4 HCON_00113610-00001
OG0003081: C25B8.3 HCON_00142800-00001
OG0003082: C25B8.6 HCON_00165245-00001
OG0003083: C25D7.10 HCON_00155935-00001
OG0003084: C25D7.15a HCON_00151690-00001
OG0003085: C25D7.6 HCON_00079700-00001
OG0003086: C25D7.7 HCON_00134840-00001
OG0003087: C25D7.8 HCON_00134850-00001
OG0003088: C25E10.12 HCON_00156710-00001
OG0003090: C25F6.2 HCON_00146180-00001
OG0003091: C25F6.3 HCON_00021680-00001
OG0003092: C25F6.4 HCON_00167260-00001
OG0003093: C25F6.6 HCON_00002231-00001
OG0003094: C25G4.2 HCON_00056660-00001
OG0003095: C25G4.3a HCON_00080460-00001
OG0003097: C25G4.5 HCON_00113350-00001
OG0003098: C25G6.1 HCON_00190360-00001
OG0003099: C25G6.3 HCON_00186410-00001
OG0003100: C25G6.5 HCON_00182110-00001
OG0003101: C25H3.11a HCON_00051555-00001
OG0003102: C25H3.12 HCON_00038160-00001
OG0003103: C25H3.15 HCON_00130840-00001
OG0003104: C25H3.16 HCON_00058060-00001
OG0003105: C25H3.17 HCON_00051559-00001
OG0003106: C25H3.4 HCON_00038450-00001
OG0003107: C25H3.6a HCON_00038170-00001
OG0003108: C25H3.7a HCON_00192970-00001
OG0003109: C25H3.9a HCON_00051550-00001
OG0003110: C26B2.1 HCON_00110490-00001
OG0003111: C26B2.3a HCON_00098900-00002
OG0003112: C26B2.4 HCON_00100450-00001
OG0003113: C26B2.6 HCON_00001670-00001
OG0003114: C26B2.7a HCON_00110480-00001
OG0003115: C26B9.1a HCON_00165575-00001
OG0003116: C26B9.2 HCON_00115300-00001
OG0003117: C26B9.3 HCON_00179570-00002
OG0003119: C26C6.1a HCON_00023310-00001
OG0003120: C26C6.2 HCON_00015060-00001
OG0003121: C26C6.3 HCON_00021910-00001
OG0003122: C26C6.5b HCON_00018330-00001
OG0003123: C26C6.6 HCON_00027710-00001
OG0003124: C26C6.7b HCON_00012780-00002
OG0003125: C26C6.8 HCON_00014180-00001
OG0003126: C26D10.1 HCON_00057240-00002
OG0003127: C26D10.2a HCON_00036310-00001
OG0003128: C26D10.3 HCON_00057230-00001
OG0003129: C26D10.4 HCON_00041210-00001
OG0003130: C26D10.6a HCON_00041980-00001
OG0003131: C26E6.11 HCON_00080290-00001
OG0003132: C26E6.12 HCON_00104730-00001
OG0003133: C26E6.3 HCON_00082140-00001
OG0003134: C26E6.4 HCON_00082110-00001
OG0003135: C26E6.5 HCON_00082120-00001
OG0003136: C26E6.6 HCON_00082130-00001
OG0003137: C26E6.8b HCON_00080280-00001
OG0003138: C26E6.9c HCON_00080300-00001
OG0003139: C26F1.10 HCON_00158810-00001
OG0003140: C26F1.1b HCON_00133570-00001
OG0003141: C26F1.2 HCON_00136335-00001
OG0003142: C26F1.3 HCON_00139340-00001
OG0003143: C26F1.4 HCON_00139330-00001
OG0003144: C26F1.5 HCON_00139300-00001
OG0003145: C26F1.6 HCON_00135410-00001
OG0003146: C26F1.7b HCON_00162720-00001
OG0003147: C26F1.9 HCON_00114315-00001
OG0003148: C26G2.1b HCON_00188810-00001
OG0003149: C26G2.2a HCON_00188820-00001
OG0003150: C26H9A.1b HCON_00125300-00001
OG0003152: C27A12.10 HCON_00024200-00001
OG0003153: C27A12.2 HCON_00003415-00001
OG0003154: C27A12.3 HCON_00003420-00001
OG0003155: C27A12.5 HCON_00027780-00001
OG0003156: C27A12.9 HCON_00005060-00002
OG0003157: C27A2.1 HCON_00061410-00002
OG0003158: C27A2.2a HCON_00096950-00001
OG0003159: C27A7.4 HCON_00035880-00001
OG0003160: C27A7.5c HCON_00144060-00002
OG0003161: C27B7.1b HCON_00125750-00001
OG0003162: C27B7.2 HCON_00165680-00001
OG0003163: C27B7.4a HCON_00122560-00001
OG0003165: C27B7.7a HCON_00072130-00001
OG0003166: C27B7.8 HCON_00096020-00001
OG0003167: C27C12.4 HCON_00190100-00002
OG0003168: C27C12.6 HCON_00038830-00001
OG0003169: C27C12.7 HCON_00190070-00001
OG0003170: C27D11.1 HCON_00083180-00001
OG0003171: C27D6.4c HCON_00036450-00001
OG0003172: C27D8.2 HCON_00065310-00001
OG0003173: C27D8.3b HCON_00103460-00001
OG0003174: C27D8.4 HCON_00097820-00001
OG0003175: C27F2.1 HCON_00069920-00001
OG0003176: C27F2.10 HCON_00007670-00001
OG0003177: C27F2.4 HCON_00082170-00001
OG0003178: C27F2.5 HCON_00082160-00001
OG0003180: C27F2.8 HCON_00069790-00001
OG0003181: C27F2.9 HCON_00082150-00001
OG0003182: C27H5.1 HCON_00046210-00001
OG0003183: C27H5.2a HCON_00051060-00001
OG0003184: C27H5.3a HCON_00060715-00001
OG0003185: C27H5.7a HCON_00051030-00001
OG0003186: C27H5.8 HCON_00057900-00001
OG0003187: C27H6.1a HCON_00134480-00001
OG0003188: C27H6.2 HCON_00025420-00001
OG0003190: C27H6.8 HCON_00135740-00001
OG0003192: C28A5.3 HCON_00077050-00001
OG0003193: C28A5.4b HCON_00077060-00001
OG0003195: C28C12.10b HCON_00114660-00001
OG0003196: C28C12.7b HCON_00104180-00001
OG0003197: C28C12.9 HCON_00119830-00001
OG0003198: C28F5.2d HCON_00042840-00001
OG0003199: C28G1.3 HCON_00039870-00001
OG0003200: C28H8.1 HCON_00079790-00001
OG0003201: C28H8.11a HCON_00071450-00001
OG0003202: C28H8.12 HCON_00082850-00001
OG0003204: C28H8.3 HCON_00072270-00001
OG0003205: C28H8.4 HCON_00188880-00001
OG0003206: C28H8.5a HCON_00070530-00001
OG0003207: C28H8.6a HCON_00089310-00001
OG0003208: C28H8.9a HCON_00169400-00001
OG0003209: C29A12.3a HCON_00054610-00001
OG0003210: C29A12.6b HCON_00143140-00001
OG0003211: C29E4.12 HCON_00129240-00001
OG0003212: C29E4.15 HCON_00073870-00001
OG0003213: C29E4.2 HCON_00129230-00001
OG0003214: C29E4.3a HCON_00094930-00001
OG0003215: C29E4.4 HCON_00136640-00001
OG0003216: C29E4.5a HCON_00071140-00001
OG0003217: C29E4.8 HCON_00000740-00001
OG0003218: C29E6.1a HCON_00108320-00001
OG0003219: C29E6.2a HCON_00110910-00001
OG0003220: C29E6.4 HCON_00108420-00001
OG0003221: C29E6.5a HCON_00108270-00001
OG0003222: C29F4.2 HCON_00105060-00001
OG0003223: C29F5.1 HCON_00035440-00001
OG0003224: C29F5.3 HCON_00027290-00001
OG0003225: C29F5.4 HCON_00035420-00001
OG0003226: C29F5.7 HCON_00041400-00001
OG0003228: C29F9.7 HCON_00068170-00001
OG0003230: C29G2.6 HCON_00161280-00001
OG0003231: C29H12.1 HCON_00045050-00001
OG0003232: C29H12.2 HCON_00045030-00001
OG0003233: C29H12.3a HCON_00047880-00001
OG0003235: C29H12.6 HCON_00038120-00001
OG0003236: C30A5.10a HCON_00095370-00001
OG0003237: C30A5.2 HCON_00073120-00001
OG0003238: C30A5.3 HCON_00073130-00001
OG0003239: C30A5.7b HCON_00073850-00001
OG0003240: C30B5.17 HCON_00149960-00001
OG0003241: C30B5.2a HCON_00060340-00001
OG0003242: C30B5.3 HCON_00059375-00001
OG0003243: C30B5.4 HCON_00008100-00001
OG0003244: C30B5.5 HCON_00064830-00001
OG0003245: C30B5.7 HCON_00064780-00001
OG0003246: C30B5.9 HCON_00060825-00001
OG0003247: C30C11.1 HCON_00077310-00001
OG0003248: C30C11.2 HCON_00077300-00001
OG0003249: C30C11.4 HCON_00077290-00001
OG0003250: C30D11.1j HCON_00088800-00001
OG0003251: C30F12.1 HCON_00010970-00001
OG0003252: C30F12.2 HCON_00010960-00001
OG0003253: C30F12.3 HCON_00021630-00001
OG0003254: C30F12.5a HCON_00014580-00001
OG0003255: C30F12.6 HCON_00033070-00001
OG0003256: C30F12.7 HCON_00021620-00001
OG0003257: C30F2.3 HCON_00042160-00001
OG0003258: C30F2.5 HCON_00066740-00001
OG0003259: C30F8.2 HCON_00022270-00001
OG0003260: C30F8.4a HCON_00022280-00001
OG0003262: C30G12.4 HCON_00100850-00001
OG0003263: C30G7.2b HCON_00163270-00001
OG0003265: C30H6.2 HCON_00121950-00001
OG0003266: C30H6.5b HCON_00096310-00001
OG0003267: C30H6.7a HCON_00101480-00001
OG0003268: C30H6.8 HCON_00101490-00001
OG0003269: C30H6.9 HCON_00103990-00001
OG0003270: C30H7.2b HCON_00030030-00002
OG0003271: C31B8.8 HCON_00158145-00001
OG0003272: C31C9.2 HCON_00055790-00001
OG0003273: C31E10.7 HCON_00133400-00001
OG0003274: C31E10.8 HCON_00169230-00001
OG0003277: C31H1.2 HCON_00145650-00001
OG0003278: C31H1.6a HCON_00121390-00001
OG0003279: C31H2.1a HCON_00161110-00001
OG0003280: C31H2.3 HCON_00164830-00001
OG0003281: C31H2.4 HCON_00013280-00001
OG0003282: C31H5.3b HCON_00002010-00001
OG0003283: C31H5.5 HCON_00023700-00001
OG0003284: C32A3.2 HCON_00092180-00001
OG0003285: C32A3.3a HCON_00089440-00001
OG0003287: C32C4.1h HCON_00137080-00001
OG0003289: C32D5.12 HCON_00053790-00001
OG0003290: C32D5.2 HCON_00110180-00001
OG0003291: C32D5.3 HCON_00033990-00001
OG0003292: C32D5.5 HCON_00037910-00001
OG0003293: C32D5.6 HCON_00045670-00001
OG0003294: C32D5.7 HCON_00053190-00001
OG0003295: C32D5.9 HCON_00053210-00001
OG0003296: C32E12.2 HCON_00032050-00001
OG0003297: C32E12.3 HCON_00031730-00001
OG0003298: C32E12.4 HCON_00023460-00001
OG0003299: C32E12.5 HCON_00004890-00001
OG0003300: C32E8.10c HCON_00019410-00002
OG0003301: C32E8.11 HCON_00010640-00002
OG0003302: C32E8.2a HCON_00029980-00001
OG0003303: C32E8.3 HCON_00029990-00001
OG0003304: C32E8.5 HCON_00030000-00001
OG0003305: C32E8.6a HCON_00026950-00001
OG0003306: C32E8.7 HCON_00030010-00001
OG0003307: C32E8.8 HCON_00029260-00001
OG0003308: C32E8.9 HCON_00019400-00001
OG0003309: C32F10.4 HCON_00005690-00001
OG0003311: C32F10.8a HCON_00008820-00001
OG0003312: C33A11.1 HCON_00011180-00001
OG0003313: C33A11.4a HCON_00175580-00001
OG0003314: C33A12.1 HCON_00126650-00001
OG0003315: C33A12.3a HCON_00102220-00001
OG0003316: C33A12.7 HCON_00102030-00001
OG0003317: C33B4.2 HCON_00035060-00001
OG0003318: C33B4.3c HCON_00055160-00001
OG0003320: C33C12.9 HCON_00121340-00001
OG0003321: C33D12.6 HCON_00164760-00001
OG0003323: C33D9.1c HCON_00125830-00001
OG0003324: C33F10.2 HCON_00185180-00001
OG0003325: C33F10.4 HCON_00028315-00001
OG0003326: C33F10.5d HCON_00101780-00001
OG0003327: C33F10.7a HCON_00043400-00001
OG0003328: C33G3.1b HCON_00171750-00002
OG0003329: C33G3.4 HCON_00079260-00001
OG0003331: C33H5.10 HCON_00106430-00001
OG0003332: C33H5.11d HCON_00103280-00001
OG0003333: C33H5.12a HCON_00129970-00001
OG0003334: C33H5.17 HCON_00102830-00001
OG0003335: C33H5.18b HCON_00102840-00001
OG0003336: C33H5.19 HCON_00106420-00001
OG0003337: C33H5.9 HCON_00106410-00001
OG0003338: C34B2.10 HCON_00020040-00001
OG0003339: C34B2.11 HCON_00026390-00001
OG0003340: C34B2.5 HCON_00020060-00001
OG0003341: C34B2.6 HCON_00020050-00001
OG0003342: C34B2.8 HCON_00020070-00001
OG0003343: C34B4.1b HCON_00149720-00001
OG0003344: C34B4.2a HCON_00134760-00001
OG0003345: C34B4.3 HCON_00133920-00001
OG0003346: C34B7.1 HCON_00064680-00001
OG0003347: C34B7.2 HCON_00025160-00001
OG0003348: C34B7.3 HCON_00030320-00001
OG0003349: C34B7.4 HCON_00046780-00001
OG0003350: C34C12.3 HCON_00073800-00001
OG0003351: C34C12.4 HCON_00073790-00001
OG0003352: C34C12.5 HCON_00073770-00001
OG0003353: C34C12.6 HCON_00089200-00001
OG0003354: C34C12.7 HCON_00089910-00001
OG0003355: C34C12.8 HCON_00073810-00001
OG0003356: C34C6.3 HCON_00049430-00001
OG0003357: C34C6.4 HCON_00049420-00001
OG0003358: C34C6.5a HCON_00049400-00001
OG0003359: C34C6.6a HCON_00049360-00001
OG0003360: C34D1.1 HCON_00143970-00001
OG0003361: C34D1.3 HCON_00138660-00001
OG0003362: C34D10.1 HCON_00170570-00001
OG0003363: C34D10.2b HCON_00182390-00004
OG0003364: C34D4.1 HCON_00100690-00001
OG0003365: C34D4.12a HCON_00111420-00001
OG0003366: C34D4.14f HCON_00130210-00001
OG0003367: C34D4.15a HCON_00100700-00001
OG0003368: C34D4.4 HCON_00116560-00001
OG0003369: C34D4.9 HCON_00113710-00001
OG0003370: C34E10.1 HCON_00072650-00001
OG0003371: C34E10.10 HCON_00123440-00001
OG0003372: C34E10.11 HCON_00070140-00001
OG0003373: C34E10.2 HCON_00072640-00001
OG0003374: C34E10.3 HCON_00072630-00001
OG0003375: C34E10.4b HCON_00070150-00001
OG0003376: C34E10.5 HCON_00070130-00001
OG0003377: C34E10.6 HCON_00194030-00001
OG0003378: C34E10.8 HCON_00070920-00001
OG0003379: C34E11.1 HCON_00176160-00001
OG0003380: C34E11.3e HCON_00179120-00001
OG0003381: C34E7.4 HCON_00186260-00002
OG0003382: C34F11.3d HCON_00142260-00001
OG0003384: C34F11.9e HCON_00062070-00001
OG0003385: C34F6.1 HCON_00164550-00001
OG0003386: C34F6.10b HCON_00165170-00002
OG0003388: C34F6.4 HCON_00164540-00001
OG0003389: C34F6.7 HCON_00186930-00002
OG0003390: C34F6.8 HCON_00164530-00001
OG0003391: C34G6.2 HCON_00016860-00001
OG0003392: C34G6.4b HCON_00004450-00001
OG0003393: C34G6.5 HCON_00006760-00001
OG0003394: C34G6.6b HCON_00000570-00001
OG0003395: C34G6.7a HCON_00009070-00001
OG0003396: C34H4.5a HCON_00118930-00001
OG0003397: C35A11.1 HCON_00133260-00001
OG0003398: C35A5.11a HCON_00127910-00001
OG0003399: C35A5.4 HCON_00133950-00001
OG0003400: C35A5.9 HCON_00154800-00001
OG0003401: C35B1.1 HCON_00126420-00001
OG0003402: C35B1.2a HCON_00126430-00001
OG0003403: C35B1.5 HCON_00109720-00001
OG0003404: C35B8.2b HCON_00172160-00001
OG0003405: C35B8.4 HCON_00186730-00001
OG0003406: C35C5.4a HCON_00170580-00001
OG0003407: C35C5.6 HCON_00067310-00001
OG0003408: C35D10.1 HCON_00085870-00001
OG0003409: C35D10.10 HCON_00074600-00001
OG0003410: C35D10.12 HCON_00084610-00001
